"","idx","type","spl"
"85100",7474,"train",4
"85101",7476,"train",4
"85102",7480,"train",4
"85103",7483,"train",4
"85104",7484,"train",4
"85105",7487,"train",4
"85106",7488,"train",4
"85107",7489,"train",4
"85108",7491,"train",4
"85109",7492,"train",4
"85110",7494,"train",4
"85111",7496,"train",4
"85112",7499,"train",4
"85113",7501,"train",4
"85114",7502,"train",4
"85115",7504,"train",4
"85116",7505,"train",4
"85117",7506,"train",4
"85118",7508,"train",4
"85119",7509,"train",4
"85120",7510,"train",4
"85121",7511,"train",4
"85122",7515,"train",4
"85123",7516,"train",4
"85124",7517,"train",4
"85125",7519,"train",4
"85126",7520,"train",4
"85127",7523,"train",4
"85128",7527,"train",4
"85129",7528,"train",4
"85130",7529,"train",4
"85131",7531,"train",4
"85132",7533,"train",4
"85133",7534,"train",4
"85134",7536,"train",4
"85135",7539,"train",4
"85136",7541,"train",4
"85137",7542,"train",4
"85138",7544,"train",4
"85139",7546,"train",4
"85140",7549,"train",4
"85141",7550,"train",4
"85142",7551,"train",4
"85143",7552,"train",4
"85144",7556,"train",4
"85145",7557,"train",4
"85146",7558,"train",4
"85147",7559,"train",4
"85148",7560,"train",4
"85149",7562,"train",4
"85150",7564,"train",4
"85151",7566,"train",4
"85152",7567,"train",4
"85153",7568,"train",4
"85154",7569,"train",4
"85155",7570,"train",4
"85156",7571,"train",4
"85157",7575,"train",4
"85158",7576,"train",4
"85159",7579,"train",4
"85160",7580,"train",4
"85161",7581,"train",4
"85162",7582,"train",4
"85163",7585,"train",4
"85164",7586,"train",4
"85165",7589,"train",4
"85166",7591,"train",4
"85167",7592,"train",4
"85168",7594,"train",4
"85169",7596,"train",4
"85170",7599,"train",4
"85171",7601,"train",4
"85172",7605,"train",4
"85173",7608,"train",4
"85174",7609,"train",4
"85175",7610,"train",4
"85176",7612,"train",4
"85177",7613,"train",4
"85178",7614,"train",4
"85179",7615,"train",4
"85180",7616,"train",4
"85181",7617,"train",4
"85182",7618,"train",4
"85183",7623,"train",4
"85184",7624,"train",4
"85185",7626,"train",4
"85186",7627,"train",4
"85187",7629,"train",4
"85188",7630,"train",4
"85189",7631,"train",4
"85190",7632,"train",4
"85191",7633,"train",4
"85192",7634,"train",4
"85193",7635,"train",4
"85194",7636,"train",4
"85195",7642,"train",4
"85196",7643,"train",4
"85197",7645,"train",4
"85198",7646,"train",4
"85199",7647,"train",4
"85200",7648,"train",4
"85201",7649,"train",4
"85202",7650,"train",4
"85203",7653,"train",4
"85204",7655,"train",4
"85205",7664,"train",4
"85206",7666,"train",4
"85207",7669,"train",4
"85208",7671,"train",4
"85209",7672,"train",4
"85210",7673,"train",4
"85211",7674,"train",4
"85212",7675,"train",4
"85213",7678,"train",4
"85214",7680,"train",4
"85215",7681,"train",4
"85216",7685,"train",4
"85217",7686,"train",4
"85218",7687,"train",4
"85219",7688,"train",4
"85220",7689,"train",4
"85221",7691,"train",4
"85222",7693,"train",4
"85223",7696,"train",4
"85224",7697,"train",4
"85225",7698,"train",4
"85226",7700,"train",4
"85227",7701,"train",4
"85228",7702,"train",4
"85229",7704,"train",4
"85230",7705,"train",4
"85231",7708,"train",4
"85232",7709,"train",4
"85233",7711,"train",4
"85234",7714,"train",4
"85235",7715,"train",4
"85236",7716,"train",4
"85237",7717,"train",4
"85238",7719,"train",4
"85239",7720,"train",4
"85240",7721,"train",4
"85241",7722,"train",4
"85242",7724,"train",4
"85243",7726,"train",4
"85244",7727,"train",4
"85245",7728,"train",4
"85246",7729,"train",4
"85247",7730,"train",4
"85248",7731,"train",4
"85249",7732,"train",4
"85250",7734,"train",4
"85251",7735,"train",4
"85252",7737,"train",4
"85253",7740,"train",4
"85254",7741,"train",4
"85255",7743,"train",4
"85256",7745,"train",4
"85257",7748,"train",4
"85258",7749,"train",4
"85259",7750,"train",4
"85260",7752,"train",4
"85261",7754,"train",4
"85262",7755,"train",4
"85263",7757,"train",4
"85264",7758,"train",4
"85265",7760,"train",4
"85266",7763,"train",4
"85267",7764,"train",4
"85268",7765,"train",4
"85269",7767,"train",4
"85270",7768,"train",4
"85271",7770,"train",4
"85272",7773,"train",4
"85273",7774,"train",4
"85274",7777,"train",4
"85275",7778,"train",4
"85276",7779,"train",4
"85277",7783,"train",4
"85278",7784,"train",4
"85279",7787,"train",4
"85280",7788,"train",4
"85281",7790,"train",4
"85282",7792,"train",4
"85283",7794,"train",4
"85284",7795,"train",4
"85285",7796,"train",4
"85286",7798,"train",4
"85287",7800,"train",4
"85288",7801,"train",4
"85289",7803,"train",4
"85290",7808,"train",4
"85291",7809,"train",4
"85292",7810,"train",4
"85293",7811,"train",4
"85294",7812,"train",4
"85295",7815,"train",4
"85296",7817,"train",4
"85297",7818,"train",4
"85298",7819,"train",4
"85299",7820,"train",4
"85300",7822,"train",4
"85301",7823,"train",4
"85302",7824,"train",4
"85303",7827,"train",4
"85304",7829,"train",4
"85305",7833,"train",4
"85306",7834,"train",4
"85307",7835,"train",4
"85308",7837,"train",4
"85309",7838,"train",4
"85310",7841,"train",4
"85311",7844,"train",4
"85312",7845,"train",4
"85313",7846,"train",4
"85314",7847,"train",4
"85315",7848,"train",4
"85316",7849,"train",4
"85317",7851,"train",4
"85318",7852,"train",4
"85319",7854,"train",4
"85320",7855,"train",4
"85321",7857,"train",4
"85322",7859,"train",4
"85323",7860,"train",4
"85324",7861,"train",4
"85325",7864,"train",4
"85326",7865,"train",4
"85327",7866,"train",4
"85328",7868,"train",4
"85329",7870,"train",4
"85330",7872,"train",4
"85331",7874,"train",4
"85332",7876,"train",4
"85333",7877,"train",4
"85334",7878,"train",4
"85335",7879,"train",4
"85336",7880,"train",4
"85337",7884,"train",4
"85338",7885,"train",4
"85339",7886,"train",4
"85340",7887,"train",4
"85341",7889,"train",4
"85342",7890,"train",4
"85343",7891,"train",4
"85344",7892,"train",4
"85345",7895,"train",4
"85346",7897,"train",4
"85347",7899,"train",4
"85348",7901,"train",4
"85349",7902,"train",4
"85350",7904,"train",4
"85351",7906,"train",4
"85352",7907,"train",4
"85353",7908,"train",4
"85354",7910,"train",4
"85355",7912,"train",4
"85356",7915,"train",4
"85357",7916,"train",4
"85358",7917,"train",4
"85359",7918,"train",4
"85360",7921,"train",4
"85361",7923,"train",4
"85362",7924,"train",4
"85363",7925,"train",4
"85364",7926,"train",4
"85365",7927,"train",4
"85366",7928,"train",4
"85367",7929,"train",4
"85368",7931,"train",4
"85369",7934,"train",4
"85370",7935,"train",4
"85371",7937,"train",4
"85372",7938,"train",4
"85373",7945,"train",4
"85374",7947,"train",4
"85375",7948,"train",4
"85376",7950,"train",4
"85377",7951,"train",4
"85378",7952,"train",4
"85379",7954,"train",4
"85380",7955,"train",4
"85381",7956,"train",4
"85382",7957,"train",4
"85383",7961,"train",4
"85384",7964,"train",4
"85385",7967,"train",4
"85386",7970,"train",4
"85387",7972,"train",4
"85388",7973,"train",4
"85389",7974,"train",4
"85390",7976,"train",4
"85391",7977,"train",4
"85392",7978,"train",4
"85393",7979,"train",4
"85394",7981,"train",4
"85395",7983,"train",4
"85396",7984,"train",4
"85397",7985,"train",4
"85398",7987,"train",4
"85399",7989,"train",4
"85400",7990,"train",4
"85401",7992,"train",4
"85402",7995,"train",4
"85403",7996,"train",4
"85404",7997,"train",4
"85405",7998,"train",4
"85406",7999,"train",4
"85407",8000,"train",4
"85408",8001,"train",4
"85409",8002,"train",4
"85410",8005,"train",4
"85411",8006,"train",4
"85412",8010,"train",4
"85413",8011,"train",4
"85414",8014,"train",4
"85415",8017,"train",4
"85416",8019,"train",4
"85417",8020,"train",4
"85418",8021,"train",4
"85419",8022,"train",4
"85420",8025,"train",4
"85421",8026,"train",4
"85422",8027,"train",4
"85423",8029,"train",4
"85424",8031,"train",4
"85425",8032,"train",4
"85426",8033,"train",4
"85427",8037,"train",4
"85428",8038,"train",4
"85429",8039,"train",4
"85430",8040,"train",4
"85431",8041,"train",4
"85432",8042,"train",4
"85433",8044,"train",4
"85434",8046,"train",4
"85435",8049,"train",4
"85436",8050,"train",4
"85437",8051,"train",4
"85438",8052,"train",4
"85439",8054,"train",4
"85440",8056,"train",4
"85441",8057,"train",4
"85442",8058,"train",4
"85443",8061,"train",4
"85444",8062,"train",4
"85445",8064,"train",4
"85446",8066,"train",4
"85447",8067,"train",4
"85448",8069,"train",4
"85449",8070,"train",4
"85450",8072,"train",4
"85451",8073,"train",4
"85452",8074,"train",4
"85453",8075,"train",4
"85454",8076,"train",4
"85455",8077,"train",4
"85456",8078,"train",4
"85457",8080,"train",4
"85458",8084,"train",4
"85459",8085,"train",4
"85460",8087,"train",4
"85461",8088,"train",4
"85462",8089,"train",4
"85463",8090,"train",4
"85464",8092,"train",4
"85465",8093,"train",4
"85466",8095,"train",4
"85467",8096,"train",4
"85468",8098,"train",4
"85469",8099,"train",4
"85470",8100,"train",4
"85471",8101,"train",4
"85472",8102,"train",4
"85473",8103,"train",4
"85474",8106,"train",4
"85475",8108,"train",4
"85476",8109,"train",4
"85477",8111,"train",4
"85478",8112,"train",4
"85479",8115,"train",4
"85480",8118,"train",4
"85481",8119,"train",4
"85482",8120,"train",4
"85483",8123,"train",4
"85484",8124,"train",4
"85485",8125,"train",4
"85486",8128,"train",4
"85487",8129,"train",4
"85488",8132,"train",4
"85489",8134,"train",4
"85490",8136,"train",4
"85491",8139,"train",4
"85492",8140,"train",4
"85493",8141,"train",4
"85494",8145,"train",4
"85495",8147,"train",4
"85496",8153,"train",4
"85497",8154,"train",4
"85498",8156,"train",4
"85499",8160,"train",4
"85500",8161,"train",4
"85501",8163,"train",4
"85502",8166,"train",4
"85503",8167,"train",4
"85504",8168,"train",4
"85505",8169,"train",4
"85506",8170,"train",4
"85507",8171,"train",4
"85508",8172,"train",4
"85509",8174,"train",4
"85510",8175,"train",4
"85511",8176,"train",4
"85512",8177,"train",4
"85513",8178,"train",4
"85514",8179,"train",4
"85515",8182,"train",4
"85516",8183,"train",4
"85517",8184,"train",4
"85518",8186,"train",4
"85519",8187,"train",4
"85520",8188,"train",4
"85521",8189,"train",4
"85522",8191,"train",4
"85523",8193,"train",4
"85524",8194,"train",4
"85525",8197,"train",4
"85526",8198,"train",4
"85527",8199,"train",4
"85528",8200,"train",4
"85529",8202,"train",4
"85530",8203,"train",4
"85531",8205,"train",4
"85532",8206,"train",4
"85533",8207,"train",4
"85534",8208,"train",4
"85535",8209,"train",4
"85536",8210,"train",4
"85537",8212,"train",4
"85538",8213,"train",4
"85539",8214,"train",4
"85540",8215,"train",4
"85541",8220,"train",4
"85542",8221,"train",4
"85543",8222,"train",4
"85544",8223,"train",4
"85545",8226,"train",4
"85546",8227,"train",4
"85547",8233,"train",4
"85548",8234,"train",4
"85549",8235,"train",4
"85550",8238,"train",4
"85551",8239,"train",4
"85552",8242,"train",4
"85553",8243,"train",4
"85554",8244,"train",4
"85555",8245,"train",4
"85556",8246,"train",4
"85557",8247,"train",4
"85558",8249,"train",4
"85559",8250,"train",4
"85560",8252,"train",4
"85561",8253,"train",4
"85562",8254,"train",4
"85563",8256,"train",4
"85564",8259,"train",4
"85565",8260,"train",4
"85566",8261,"train",4
"85567",8264,"train",4
"85568",8265,"train",4
"85569",8268,"train",4
"85570",8270,"train",4
"85571",8271,"train",4
"85572",8272,"train",4
"85573",8273,"train",4
"85574",8275,"train",4
"85575",8277,"train",4
"85576",8278,"train",4
"85577",8282,"train",4
"85578",8287,"train",4
"85579",8289,"train",4
"85580",8291,"train",4
"85581",8293,"train",4
"85582",8295,"train",4
"85583",8297,"train",4
"85584",8298,"train",4
"85585",8301,"train",4
"85586",8305,"train",4
"85587",8307,"train",4
"85588",8308,"train",4
"85589",8309,"train",4
"85590",8310,"train",4
"85591",8311,"train",4
"85592",8313,"train",4
"85593",8315,"train",4
"85594",8316,"train",4
"85595",8319,"train",4
"85596",8322,"train",4
"85597",8323,"train",4
"85598",8324,"train",4
"85599",8325,"train",4
"85600",8326,"train",4
"85601",8327,"train",4
"85602",8331,"train",4
"85603",8335,"train",4
"85604",8337,"train",4
"85605",8338,"train",4
"85606",8339,"train",4
"85607",8340,"train",4
"85608",8341,"train",4
"85609",8342,"train",4
"85610",8343,"train",4
"85611",8345,"train",4
"85612",8347,"train",4
"85613",8348,"train",4
"85614",8349,"train",4
"85615",8351,"train",4
"85616",8352,"train",4
"85617",8353,"train",4
"85618",8354,"train",4
"85619",8355,"train",4
"85620",8358,"train",4
"85621",8359,"train",4
"85622",8360,"train",4
"85623",8361,"train",4
"85624",8363,"train",4
"85625",8364,"train",4
"85626",8365,"train",4
"85627",8368,"train",4
"85628",8370,"train",4
"85629",8371,"train",4
"85630",8373,"train",4
"85631",8375,"train",4
"85632",8377,"train",4
"85633",8380,"train",4
"85634",8381,"train",4
"85635",8383,"train",4
"85636",8384,"train",4
"85637",8388,"train",4
"85638",8389,"train",4
"85639",8391,"train",4
"85640",8392,"train",4
"85641",8395,"train",4
"85642",8396,"train",4
"85643",8397,"train",4
"85644",8398,"train",4
"85645",8400,"train",4
"85646",8404,"train",4
"85647",8405,"train",4
"85648",8406,"train",4
"85649",8407,"train",4
"85650",8409,"train",4
"85651",8410,"train",4
"85652",8411,"train",4
"85653",8412,"train",4
"85654",8415,"train",4
"85655",8417,"train",4
"85656",8420,"train",4
"85657",8423,"train",4
"85658",8425,"train",4
"85659",8426,"train",4
"85660",8427,"train",4
"85661",8428,"train",4
"85662",8429,"train",4
"85663",8431,"train",4
"85664",8432,"train",4
"85665",8433,"train",4
"85666",8435,"train",4
"85667",8441,"train",4
"85668",8442,"train",4
"85669",8445,"train",4
"85670",8447,"train",4
"85671",8448,"train",4
"85672",8451,"train",4
"85673",8452,"train",4
"85674",8453,"train",4
"85675",8455,"train",4
"85676",8456,"train",4
"85677",8457,"train",4
"85678",8461,"train",4
"85679",8462,"train",4
"85680",8464,"train",4
"85681",8465,"train",4
"85682",8466,"train",4
"85683",8468,"train",4
"85684",8469,"train",4
"85685",8470,"train",4
"85686",8472,"train",4
"85687",8473,"train",4
"85688",8474,"train",4
"85689",8475,"train",4
"85690",8476,"train",4
"85691",8478,"train",4
"85692",8479,"train",4
"85693",8482,"train",4
"85694",8483,"train",4
"85695",8485,"train",4
"85696",8486,"train",4
"85697",8487,"train",4
"85698",8489,"train",4
"85699",8490,"train",4
"85700",8491,"train",4
"85701",8492,"train",4
"85702",8496,"train",4
"85703",8497,"train",4
"85704",8498,"train",4
"85705",8504,"train",4
"85706",8506,"train",4
"85707",8507,"train",4
"85708",8508,"train",4
"85709",8509,"train",4
"85710",8510,"train",4
"85711",8513,"train",4
"85712",8515,"train",4
"85713",8516,"train",4
"85714",8517,"train",4
"85715",8519,"train",4
"85716",8520,"train",4
"85717",8521,"train",4
"85718",8522,"train",4
"85719",8523,"train",4
"85720",8524,"train",4
"85721",8525,"train",4
"85722",8526,"train",4
"85723",8528,"train",4
"85724",8530,"train",4
"85725",8531,"train",4
"85726",8532,"train",4
"85727",8533,"train",4
"85728",8534,"train",4
"85729",8535,"train",4
"85730",8536,"train",4
"85731",8537,"train",4
"85732",8541,"train",4
"85733",8543,"train",4
"85734",8544,"train",4
"85735",8545,"train",4
"85736",8546,"train",4
"85737",8550,"train",4
"85738",8553,"train",4
"85739",8554,"train",4
"85740",8556,"train",4
"85741",8557,"train",4
"85742",8559,"train",4
"85743",8561,"train",4
"85744",8562,"train",4
"85745",8567,"train",4
"85746",8568,"train",4
"85747",8571,"train",4
"85748",8572,"train",4
"85749",8573,"train",4
"85750",8575,"train",4
"85751",8576,"train",4
"85752",8578,"train",4
"85753",8579,"train",4
"85754",8580,"train",4
"85755",8581,"train",4
"85756",8582,"train",4
"85757",8584,"train",4
"85758",8585,"train",4
"85759",8586,"train",4
"85760",8589,"train",4
"85761",8591,"train",4
"85762",8592,"train",4
"85763",8593,"train",4
"85764",8594,"train",4
"85765",8597,"train",4
"85766",8598,"train",4
"85767",8599,"train",4
"85768",8601,"train",4
"85769",8603,"train",4
"85770",8605,"train",4
"85771",8606,"train",4
"85772",8607,"train",4
"85773",8608,"train",4
"85774",8610,"train",4
"85775",8612,"train",4
"85776",8614,"train",4
"85777",8617,"train",4
"85778",8618,"train",4
"85779",8619,"train",4
"85780",8620,"train",4
"85781",8621,"train",4
"85782",8622,"train",4
"85783",8623,"train",4
"85784",8626,"train",4
"85785",8627,"train",4
"85786",8629,"train",4
"85787",8630,"train",4
"85788",8631,"train",4
"85789",8632,"train",4
"85790",8633,"train",4
"85791",8634,"train",4
"85792",8635,"train",4
"85793",8637,"train",4
"85794",8638,"train",4
"85795",8639,"train",4
"85796",8641,"train",4
"85797",8642,"train",4
"85798",8643,"train",4
"85799",8644,"train",4
"85800",8645,"train",4
"85801",8646,"train",4
"85802",8648,"train",4
"85803",8651,"train",4
"85804",8654,"train",4
"85805",8657,"train",4
"85806",8660,"train",4
"85807",8661,"train",4
"85808",8663,"train",4
"85809",8664,"train",4
"85810",8665,"train",4
"85811",8668,"train",4
"85812",8669,"train",4
"85813",8670,"train",4
"85814",8671,"train",4
"85815",8672,"train",4
"85816",8673,"train",4
"85817",8678,"train",4
"85818",8679,"train",4
"85819",8681,"train",4
"85820",8682,"train",4
"85821",8684,"train",4
"85822",8685,"train",4
"85823",8686,"train",4
"85824",8688,"train",4
"85825",8689,"train",4
"85826",8694,"train",4
"85827",8695,"train",4
"85828",8696,"train",4
"85829",8697,"train",4
"85830",8698,"train",4
"85831",8699,"train",4
"85832",8700,"train",4
"85833",8701,"train",4
"85834",8704,"train",4
"85835",8705,"train",4
"85836",8706,"train",4
"85837",8709,"train",4
"85838",8710,"train",4
"85839",8712,"train",4
"85840",8713,"train",4
"85841",8714,"train",4
"85842",8715,"train",4
"85843",8716,"train",4
"85844",8717,"train",4
"85845",8719,"train",4
"85846",8720,"train",4
"85847",8722,"train",4
"85848",8723,"train",4
"85849",8725,"train",4
"85850",8726,"train",4
"85851",8727,"train",4
"85852",8728,"train",4
"85853",8730,"train",4
"85854",8731,"train",4
"85855",8732,"train",4
"85856",8733,"train",4
"85857",8734,"train",4
"85858",8740,"train",4
"85859",8741,"train",4
"85860",8744,"train",4
"85861",8746,"train",4
"85862",8747,"train",4
"85863",8751,"train",4
"85864",8752,"train",4
"85865",8753,"train",4
"85866",8754,"train",4
"85867",8755,"train",4
"85868",8756,"train",4
"85869",8758,"train",4
"85870",8759,"train",4
"85871",8760,"train",4
"85872",8761,"train",4
"85873",8762,"train",4
"85874",8763,"train",4
"85875",8764,"train",4
"85876",8767,"train",4
"85877",8768,"train",4
"85878",8769,"train",4
"85879",8771,"train",4
"85880",8772,"train",4
"85881",8773,"train",4
"85882",8775,"train",4
"85883",8777,"train",4
"85884",8778,"train",4
"85885",8780,"train",4
"85886",8781,"train",4
"85887",8782,"train",4
"85888",8784,"train",4
"85889",8788,"train",4
"85890",8789,"train",4
"85891",8791,"train",4
"85892",8794,"train",4
"85893",8795,"train",4
"85894",8796,"train",4
"85895",8797,"train",4
"85896",8800,"train",4
"85897",8801,"train",4
"85898",8804,"train",4
"85899",8805,"train",4
"85900",8806,"train",4
"85901",8807,"train",4
"85902",8808,"train",4
"85903",8809,"train",4
"85904",8810,"train",4
"85905",8812,"train",4
"85906",8813,"train",4
"85907",8814,"train",4
"85908",8816,"train",4
"85909",8818,"train",4
"85910",8819,"train",4
"85911",8820,"train",4
"85912",8823,"train",4
"85913",8825,"train",4
"85914",8826,"train",4
"85915",8827,"train",4
"85916",8828,"train",4
"85917",8829,"train",4
"85918",8834,"train",4
"85919",8836,"train",4
"85920",8837,"train",4
"85921",8838,"train",4
"85922",8841,"train",4
"85923",8847,"train",4
"85924",8849,"train",4
"85925",8851,"train",4
"85926",8852,"train",4
"85927",8853,"train",4
"85928",8854,"train",4
"85929",8855,"train",4
"85930",8856,"train",4
"85931",8860,"train",4
"85932",8863,"train",4
"85933",8864,"train",4
"85934",8866,"train",4
"85935",8867,"train",4
"85936",8868,"train",4
"85937",8869,"train",4
"85938",8874,"train",4
"85939",8875,"train",4
"85940",8876,"train",4
"85941",8877,"train",4
"85942",8878,"train",4
"85943",8882,"train",4
"85944",8883,"train",4
"85945",8885,"train",4
"85946",8886,"train",4
"85947",8887,"train",4
"85948",8888,"train",4
"85949",8889,"train",4
"85950",8891,"train",4
"85951",8892,"train",4
"85952",8893,"train",4
"85953",8894,"train",4
"85954",8896,"train",4
"85955",8897,"train",4
"85956",8898,"train",4
"85957",8899,"train",4
"85958",8900,"train",4
"85959",8901,"train",4
"85960",8902,"train",4
"85961",8903,"train",4
"85962",8904,"train",4
"85963",8905,"train",4
"85964",8906,"train",4
"85965",8909,"train",4
"85966",8910,"train",4
"85967",8911,"train",4
"85968",8912,"train",4
"85969",8913,"train",4
"85970",8914,"train",4
"85971",8916,"train",4
"85972",8917,"train",4
"85973",8918,"train",4
"85974",8919,"train",4
"85975",8920,"train",4
"85976",8921,"train",4
"85977",8922,"train",4
"85978",8923,"train",4
"85979",8924,"train",4
"85980",8925,"train",4
"85981",8926,"train",4
"85982",8927,"train",4
"85983",8928,"train",4
"85984",8929,"train",4
"85985",8930,"train",4
"85986",8931,"train",4
"85987",8932,"train",4
"85988",8933,"train",4
"85989",8935,"train",4
"85990",8936,"train",4
"85991",8937,"train",4
"85992",8938,"train",4
"85993",8939,"train",4
"85994",8940,"train",4
"85995",8941,"train",4
"85996",8943,"train",4
"85997",8945,"train",4
"85998",8946,"train",4
"85999",8947,"train",4
"86000",8948,"train",4
"86001",8950,"train",4
"86002",8951,"train",4
"86003",8953,"train",4
"86004",8956,"train",4
"86005",8957,"train",4
"86006",8958,"train",4
"86007",8960,"train",4
"86008",8961,"train",4
"86009",8968,"train",4
"86010",8970,"train",4
"86011",8971,"train",4
"86012",8973,"train",4
"86013",8976,"train",4
"86014",8977,"train",4
"86015",8981,"train",4
"86016",8982,"train",4
"86017",8983,"train",4
"86018",8984,"train",4
"86019",8986,"train",4
"86020",8987,"train",4
"86021",8990,"train",4
"86022",8991,"train",4
"86023",8992,"train",4
"86024",8993,"train",4
"86025",8994,"train",4
"86026",8998,"train",4
"86027",9001,"train",4
"86028",9005,"train",4
"86029",9007,"train",4
"86030",9009,"train",4
"86031",9010,"train",4
"86032",9011,"train",4
"86033",9012,"train",4
"86034",9013,"train",4
"86035",9014,"train",4
"86036",9015,"train",4
"86037",9016,"train",4
"86038",9019,"train",4
"86039",9021,"train",4
"86040",9023,"train",4
"86041",9024,"train",4
"86042",9027,"train",4
"86043",9028,"train",4
"86044",9029,"train",4
"86045",9030,"train",4
"86046",9032,"train",4
"86047",9033,"train",4
"86048",9034,"train",4
"86049",9036,"train",4
"86050",9038,"train",4
"86051",9040,"train",4
"86052",9041,"train",4
"86053",9042,"train",4
"86054",9043,"train",4
"86055",9044,"train",4
"86056",9046,"train",4
"86057",9047,"train",4
"86058",9048,"train",4
"86059",9049,"train",4
"86060",9050,"train",4
"86061",9052,"train",4
"86062",9053,"train",4
"86063",9054,"train",4
"86064",9055,"train",4
"86065",9058,"train",4
"86066",9059,"train",4
"86067",9060,"train",4
"86068",9061,"train",4
"86069",9063,"train",4
"86070",9064,"train",4
"86071",9066,"train",4
"86072",9068,"train",4
"86073",9069,"train",4
"86074",9070,"train",4
"86075",9072,"train",4
"86076",9073,"train",4
"86077",9076,"train",4
"86078",9077,"train",4
"86079",9078,"train",4
"86080",9079,"train",4
"86081",9080,"train",4
"86082",9081,"train",4
"86083",9083,"train",4
"86084",9084,"train",4
"86085",9085,"train",4
"86086",9086,"train",4
"86087",9087,"train",4
"86088",9088,"train",4
"86089",9089,"train",4
"86090",9091,"train",4
"86091",9093,"train",4
"86092",9095,"train",4
"86093",9096,"train",4
"86094",9098,"train",4
"86095",9099,"train",4
"86096",9102,"train",4
"86097",9103,"train",4
"86098",9105,"train",4
"86099",9107,"train",4
"86100",9109,"train",4
"86101",9110,"train",4
"86102",9111,"train",4
"86103",9112,"train",4
"86104",9114,"train",4
"86105",9117,"train",4
"86106",9120,"train",4
"86107",9121,"train",4
"86108",9122,"train",4
"86109",9123,"train",4
"86110",9125,"train",4
"86111",9127,"train",4
"86112",9128,"train",4
"86113",9132,"train",4
"86114",9134,"train",4
"86115",9139,"train",4
"86116",9140,"train",4
"86117",9141,"train",4
"86118",9144,"train",4
"86119",9145,"train",4
"86120",9146,"train",4
"86121",9147,"train",4
"86122",9150,"train",4
"86123",9151,"train",4
"86124",9152,"train",4
"86125",9153,"train",4
"86126",9155,"train",4
"86127",9156,"train",4
"86128",9158,"train",4
"86129",9160,"train",4
"86130",9162,"train",4
"86131",9163,"train",4
"86132",9168,"train",4
"86133",9169,"train",4
"86134",9171,"train",4
"86135",9172,"train",4
"86136",9173,"train",4
"86137",9174,"train",4
"86138",9176,"train",4
"86139",9177,"train",4
"86140",9179,"train",4
"86141",9180,"train",4
"86142",9182,"train",4
"86143",9184,"train",4
"86144",9186,"train",4
"86145",9187,"train",4
"86146",9190,"train",4
"86147",9191,"train",4
"86148",9193,"train",4
"86149",9195,"train",4
"86150",9196,"train",4
"86151",9197,"train",4
"86152",9199,"train",4
"86153",9200,"train",4
"86154",9201,"train",4
"86155",9203,"train",4
"86156",9204,"train",4
"86157",9207,"train",4
"86158",9209,"train",4
"86159",9212,"train",4
"86160",9214,"train",4
"86161",9215,"train",4
"86162",9217,"train",4
"86163",9218,"train",4
"86164",9219,"train",4
"86165",9220,"train",4
"86166",9221,"train",4
"86167",9223,"train",4
"86168",9225,"train",4
"86169",9228,"train",4
"86170",9229,"train",4
"86171",9231,"train",4
"86172",9233,"train",4
"86173",9237,"train",4
"86174",9238,"train",4
"86175",9240,"train",4
"86176",9241,"train",4
"86177",9243,"train",4
"86178",9244,"train",4
"86179",9245,"train",4
"86180",9246,"train",4
"86181",9249,"train",4
"86182",9251,"train",4
"86183",9253,"train",4
"86184",9258,"train",4
"86185",9259,"train",4
"86186",9260,"train",4
"86187",9262,"train",4
"86188",9263,"train",4
"86189",9265,"train",4
"86190",9266,"train",4
"86191",9267,"train",4
"86192",9271,"train",4
"86193",9274,"train",4
"86194",9275,"train",4
"86195",9277,"train",4
"86196",9278,"train",4
"86197",9279,"train",4
"86198",9281,"train",4
"86199",9282,"train",4
"86200",9283,"train",4
"86201",9287,"train",4
"86202",9289,"train",4
"86203",9290,"train",4
"86204",9291,"train",4
"86205",9293,"train",4
"86206",9294,"train",4
"86207",9296,"train",4
"86208",9297,"train",4
"86209",9298,"train",4
"86210",9299,"train",4
"86211",9300,"train",4
"86212",9301,"train",4
"86213",9302,"train",4
"86214",9303,"train",4
"86215",9304,"train",4
"86216",9305,"train",4
"86217",9307,"train",4
"86218",9308,"train",4
"86219",9312,"train",4
"86220",9313,"train",4
"86221",9319,"train",4
"86222",9324,"train",4
"86223",9325,"train",4
"86224",9326,"train",4
"86225",9327,"train",4
"86226",9328,"train",4
"86227",9329,"train",4
"86228",9331,"train",4
"86229",9333,"train",4
"86230",9334,"train",4
"86231",9339,"train",4
"86232",9341,"train",4
"86233",9342,"train",4
"86234",9343,"train",4
"86235",9347,"train",4
"86236",9349,"train",4
"86237",9350,"train",4
"86238",9353,"train",4
"86239",9354,"train",4
"86240",9356,"train",4
"86241",9357,"train",4
"86242",9360,"train",4
"86243",9362,"train",4
"86244",9364,"train",4
"86245",9365,"train",4
"86246",9366,"train",4
"86247",9367,"train",4
"86248",9369,"train",4
"86249",9371,"train",4
"86250",9373,"train",4
"86251",9374,"train",4
"86252",9375,"train",4
"86253",9377,"train",4
"86254",9378,"train",4
"86255",9382,"train",4
"86256",9383,"train",4
"86257",9384,"train",4
"86258",9387,"train",4
"86259",9388,"train",4
"86260",9391,"train",4
"86261",9392,"train",4
"86262",9393,"train",4
"86263",9394,"train",4
"86264",9396,"train",4
